millis,epoch,sync,f1LV,f2LV,f3LV,f4LV,f5LV,f1RV,f2RV,f3RV,f4RV,f5RV
498899, 1542380685, 733, 777, 767, 742, 738, 738, 742, 1075, 1070, 1392, 747
498909, 1542380685, 733, 772, 767, 742, 738, 738, 738, 1075, 1085, 1402, 742
498919, 1542380685, 728, 777, 762, 742, 738, 738, 738, 1070, 1075, 1402, 747
498929, 1542380685, 728, 772, 762, 742, 733, 738, 738, 1070, 1070, 1363, 747
498939, 1542380685, 728, 762, 762, 742, 738, 738, 742, 1070, 1080, 1378, 742
498949, 1542380685, 728, 772, 762, 742, 738, 738, 757, 1085, 1085, 1378, 752
498959, 1542380685, 723, 772, 767, 747, 742, 742, 742, 1075, 1075, 1344, 747
498969, 1542380685, 728, 772, 757, 742, 738, 738, 738, 1075, 1070, 1329, 733
498979, 1542380685, 728, 767, 752, 742, 738, 738, 742, 1080, 1065, 1344, 742
498989, 1542380685, 728, 762, 757, 742, 738, 738, 738, 1080, 1065, 1319, 742
498999, 1542380685, 728, 767, 757, 742, 738, 738, 742, 1080, 1065, 1314, 742
499009, 1542380685, 728, 767, 757, 742, 738, 738, 742, 1085, 1065, 1290, 742
499019, 1542380685, 718, 782, 767, 747, 742, 742, 747, 1099, 1065, 1256, 747
499030, 1542380685, 733, 772, 757, 742, 738, 738, 742, 1094, 1055, 1275, 742
499040, 1542380685, 733, 772, 752, 742, 738, 738, 742, 1104, 1055, 1241, 742
499050, 1542380685, 728, 772, 757, 742, 738, 738, 738, 1109, 1031, 1217, 742
499060, 1542380685, 728, 772, 757, 742, 738, 738, 742, 1119, 1041, 1197, 742
499070, 1542380685, 723, 767, 757, 742, 738, 738, 742, 1133, 1036, 1207, 742
499080, 1542380685, 723, 762, 757, 742, 733, 738, 742, 1138, 1045, 1187, 747
499090, 1542380685, 718, 772, 762, 742, 742, 742, 747, 1148, 1031, 1158, 742
499100, 1542380685, 723, 767, 762, 742, 738, 738, 742, 1138, 1021, 1119, 742
499110, 1542380685, 723, 762, 762, 742, 738, 738, 742, 1153, 1006, 1148, 742
499120, 1542380685, 723, 767, 757, 742, 738, 738, 742, 1143, 992, 1114, 742
499130, 1542380685, 723, 767, 762, 742, 738, 738, 742, 1153, 992, 1075, 742
499140, 1542380685, 723, 767, 762, 742, 738, 733, 742, 1158, 1011, 1036, 742
499150, 1542380685, 728, 762, 767, 752, 747, 742, 747, 1192, 972, 982, 747
499160, 1542380685, 718, 772, 762, 747, 738, 738, 742, 1197, 943, 943, 742
499170, 1542380685, 728, 767, 757, 742, 738, 733, 742, 1187, 909, 928, 742
499180, 1542380685, 723, 762, 757, 742, 738, 728, 742, 1197, 894, 865, 742
499190, 1542380685, 718, 762, 752, 742, 708, 738, 742, 1187, 865, 850, 742
499200, 1542380685, 718, 752, 742, 742, 767, 733, 742, 1177, 826, 816, 742
499210, 1542380685, 718, 742, 742, 738, 728, 738, 747, 1148, 826, 811, 747
499220, 1542380685, 689, 752, 742, 752, 738, 747, 747, 1104, 826, 806, 747
499230, 1542380685, 713, 738, 738, 728, 796, 772, 742, 1055, 801, 801, 742
499240, 1542380685, 703, 747, 679, 718, 899, 840, 742, 972, 806, 811, 742
499250, 1542380685, 728, 738, 723, 767, 948, 865, 742, 928, 791, 801, 742
499260, 1542380685, 738, 742, 816, 791, 1021, 889, 742, 874, 791, 791, 742
499270, 1542380685, 733, 742, 855, 806, 1080, 918, 2355, 855, 796, 801, 742
499280, 1542380685, 757, 777, 913, 850, 1124, 909, 2096, 821, 806, 801, 752
499290, 1542380685, 752, 796, 953, 874, 1129, 918, 1793, 840, 806, 801, 747
499300, 1542380685, 747, 806, 957, 865, 1173, 869, 1490, 816, 801, 791, 747
499310, 1542380685, 733, 811, 972, 874, 1173, 850, 1177, 801, 791, 782, 742
499320, 1542380685, 728, 826, 972, 889, 1221, 835, 1016, 791, 786, 772, 742
499330, 1542380685, 728, 835, 992, 899, 1256, 821, 967, 801, 791, 767, 738
499340, 1542380685, 718, 845, 1016, 909, 1304, 806, 747, 801, 782, 767, 742
499350, 1542380685, 718, 860, 1021, 923, 1422, 816, 752, 811, 786, 772, 742
499360, 1542380685, 713, 874, 1065, 928, 1441, 806, 742, 782, 782, 772, 742
499371, 1542380685, 708, 894, 1080, 943, 1476, 806, 742, 791, 782, 767, 738
499381, 1542380685, 713, 904, 1104, 948, 1505, 806, 742, 801, 782, 772, 742
499391, 1542380685, 718, 928, 1133, 953, 1529, 791, 742, 796, 777, 767, 742
499401, 1542380685, 718, 938, 1143, 957, 1529, 791, 742, 801, 777, 767, 742
499411, 1542380685, 718, 957, 1158, 967, 1520, 786, 742, 796, 786, 772, 742
499421, 1542380685, 708, 982, 1177, 977, 1524, 782, 742, 796, 791, 767, 747
499431, 1542380685, 723, 992, 1173, 972, 1515, 772, 742, 786, 782, 762, 742
499441, 1542380686, 718, 997, 1182, 967, 1495, 777, 742, 777, 777, 772, 742
499451, 1542380686, 718, 1006, 1187, 972, 1480, 767, 738, 782, 777, 767, 742
499461, 1542380686, 718, 1011, 1197, 967, 1461, 767, 742, 772, 777, 762, 742
499471, 1542380686, 718, 1016, 1207, 962, 1451, 772, 742, 772, 782, 762, 742
499481, 1542380686, 723, 1016, 1212, 962, 1451, 767, 742, 786, 791, 767, 747
499491, 1542380686, 718, 1031, 1236, 977, 1446, 767, 742, 772, 772, 767, 742
499501, 1542380686, 723, 1036, 1231, 977, 1432, 762, 742, 767, 777, 757, 738
499511, 1542380686, 723, 1050, 1231, 982, 1422, 762, 738, 767, 772, 757, 742
499521, 1542380686, 723, 1060, 1241, 992, 1412, 767, 738, 767, 777, 757, 742
499531, 1542380686, 723, 1060, 1241, 997, 1407, 762, 738, 772, 772, 757, 742
499542, 1542380686, 718, 1070, 1246, 1006, 1402, 762, 738, 767, 772, 757, 742
499552, 1542380686, 718, 1094, 1280, 1026, 1417, 767, 742, 767, 782, 762, 747
499562, 1542380686, 713, 1075, 1270, 1021, 1402, 762, 738, 762, 772, 757, 742
499572, 1542380686, 723, 1085, 1265, 1036, 1402, 762, 742, 757, 777, 757, 742
499582, 1542380686, 718, 1085, 1270, 1050, 1407, 762, 738, 762, 772, 757, 742
499592, 1542380686, 718, 1099, 1270, 1050, 1407, 767, 738, 762, 777, 757, 742
499602, 1542380686, 718, 1094, 1275, 1075, 1412, 767, 738, 762, 772, 762, 738
499612, 1542380686, 718, 1104, 1280, 1075, 1417, 767, 738, 762, 782, 772, 747
499622, 1542380686, 713, 1124, 1295, 1094, 1436, 762, 742, 762, 772, 762, 742
499632, 1542380686, 718, 1138, 1300, 1094, 1432, 762, 738, 762, 777, 752, 738
499642, 1542380686, 718, 1148, 1309, 1109, 1436, 762, 738, 757, 767, 757, 742
499652, 1542380686, 718, 1148, 1319, 1129, 1446, 767, 738, 762, 767, 757, 738
499662, 1542380686, 718, 1153, 1334, 1133, 1441, 767, 738, 767, 767, 757, 738
499672, 1542380686, 718, 1163, 1334, 1138, 1441, 762, 738, 762, 767, 757, 738
499682, 1542380686, 703, 1168, 1358, 1148, 1456, 762, 747, 772, 772, 757, 747
499692, 1542380686, 728, 1148, 1344, 1138, 1436, 752, 738, 762, 762, 757, 742
499702, 1542380686, 733, 1143, 1348, 1143, 1417, 757, 742, 757, 772, 762, 742
499712, 1542380686, 728, 1153, 1348, 1143, 1397, 757, 742, 757, 767, 762, 738
499722, 1542380686, 728, 1163, 1358, 1138, 1353, 757, 742, 762, 767, 767, 742
499732, 1542380686, 723, 1153, 1368, 1138, 1324, 752, 738, 757, 767, 762, 738
499742, 1542380686, 718, 1158, 1373, 1129, 1290, 752, 738, 772, 777, 772, 747
499752, 1542380686, 713, 1177, 1388, 1119, 1270, 757, 742, 757, 762, 757, 742
499762, 1542380686, 708, 1173, 1373, 1089, 1197, 752, 738, 757, 762, 752, 747
499772, 1542380686, 718, 1173, 1373, 1075, 1143, 738, 738, 752, 757, 757, 747
499782, 1542380686, 738, 1207, 1373, 1041, 1075, 742, 733, 742, 762, 845, 772
499798, 1542380686, 777, 1236, 1368, 923, 933, 752, 742, 801, 816, 972, 860
499808, 1542380686, 845, 1256, 1358, 869, 860, 747, 738, 786, 850, 1080, 909
499818, 1542380686, 889, 1290, 1300, 801, 811, 752, 742, 816, 928, 1177, 972
499828, 1542380686, 933, 1275, 1236, 811, 791, 742, 738, 826, 962, 1217, 992
499838, 1542380686, 943, 1217, 1124, 796, 796, 742, 738, 845, 982, 1275, 987
499848, 1542380686, 957, 1163, 987, 786, 772, 747, 738, 830, 992, 1339, 997
499858, 1542380686, 962, 1085, 899, 782, 767, 747, 738, 850, 997, 1373, 967
499868, 1542380686, 938, 1016, 850, 767, 762, 747, 738, 855, 997, 1417, 918
499878, 1542380686, 923, 933, 840, 777, 762, 747, 738, 865, 1011, 1432, 913
499888, 1542380686, 904, 904, 821, 782, 767, 747, 742, 879, 1031, 1432, 884
499898, 1542380686, 894, 835, 830, 772, 767, 742, 738, 869, 1011, 1490, 869
499908, 1542380686, 884, 806, 811, 767, 767, 747, 738, 884, 1036, 1539, 874
499918, 1542380686, 879, 791, 806, 767, 762, 747, 738, 889, 1041, 1617, 889
499928, 1542380686, 874, 786, 796, 762, 762, 747, 742, 889, 1060, 1666, 879
499938, 1542380686, 865, 786, 791, 767, 757, 747, 742, 894, 1070, 1710, 869
499948, 1542380686, 860, 782, 796, 762, 772, 757, 747, 928, 1075, 1749, 874
499958, 1542380686, 855, 782, 796, 767, 757, 747, 742, 933, 1075, 1754, 869
499968, 1542380686, 855, 777, 777, 762, 752, 742, 738, 933, 1070, 1754, 869
499978, 1542380686, 850, 777, 782, 757, 752, 747, 742, 938, 1080, 1783, 869
499988, 1542380686, 845, 772, 782, 762, 752, 742, 738, 933, 1080, 1798, 865
499998, 1542380686, 850, 767, 786, 757, 752, 747, 738, 938, 1089, 1774, 874
500008, 1542380686, 845, 772, 786, 762, 752, 747, 738, 948, 1089, 1754, 865
500018, 1542380686, 835, 782, 786, 762, 757, 752, 747, 957, 1094, 1759, 860
500028, 1542380686, 840, 772, 777, 757, 752, 742, 742, 957, 1085, 1739, 850
500038, 1542380686, 840, 767, 777, 757, 752, 742, 742, 962, 1080, 1695, 845
500048, 1542380686, 835, 772, 777, 752, 752, 742, 742, 967, 1089, 1705, 845
500058, 1542380686, 830, 767, 777, 752, 752, 742, 742, 967, 1085, 1700, 845
500068, 1542380686, 826, 767, 777, 752, 752, 742, 742, 977, 1089, 1691, 830
500078, 1542380686, 816, 767, 772, 757, 752, 742, 738, 972, 1089, 1730, 835
500088, 1542380686, 806, 772, 777, 757, 757, 747, 747, 992, 1109, 1715, 830
500098, 1542380686, 816, 762, 772, 757, 757, 742, 738, 997, 1109, 1695, 830
500108, 1542380686, 816, 762, 772, 757, 757, 738, 742, 1011, 1109, 1695, 826
500118, 1542380686, 811, 767, 772, 752, 752, 742, 738, 1011, 1109, 1666, 821
500128, 1542380686, 806, 757, 767, 757, 757, 742, 742, 1011, 1119, 1652, 806
500139, 1542380686, 801, 757, 767, 757, 752, 742, 738, 1016, 1129, 1681, 811
500149, 1542380686, 801, 757, 767, 767, 757, 752, 747, 1045, 1124, 1671, 806
500159, 1542380686, 791, 762, 767, 757, 747, 747, 742, 1045, 1124, 1686, 811
500169, 1542380686, 801, 762, 767, 757, 752, 742, 742, 1041, 1124, 1681, 816
500179, 1542380686, 801, 762, 762, 752, 747, 742, 742, 1041, 1129, 1681, 826
500189, 1542380686, 806, 762, 762, 752, 742, 742, 742, 1060, 1148, 1691, 826
500199, 1542380686, 811, 762, 767, 757, 742, 738, 742, 1065, 1153, 1700, 830
500209, 1542380686, 816, 762, 767, 757, 742, 738, 742, 1065, 1158, 1710, 830
500219, 1542380686, 806, 767, 767, 757, 747, 742, 747, 1085, 1163, 1730, 835
500229, 1542380686, 801, 757, 762, 757, 742, 738, 742, 1080, 1163, 1691, 811
500239, 1542380686, 791, 757, 757, 747, 738, 738, 747, 1080, 1163, 1671, 791
500249, 1542380686, 767, 757, 757, 747, 742, 733, 742, 1085, 1158, 1647, 786
500259, 1542380686, 767, 762, 747, 747, 757, 733, 742, 1089, 1143, 1608, 782
500269, 1542380686, 762, 752, 747, 762, 762, 728, 742, 1080, 1133, 1564, 772
500279, 1542380686, 772, 742, 821, 742, 821, 747, 747, 1089, 1114, 1466, 772
500289, 1542380686, 772, 772, 899, 777, 855, 767, 742, 1070, 1089, 1432, 747
500299, 1542380686, 786, 786, 933, 777, 918, 811, 738, 1075, 1060, 1348, 752
500310, 1542380686, 767, 782, 957, 806, 1001, 830, 738, 1060, 1065, 1304, 752
500320, 1542380686, 757, 786, 962, 821, 1085, 865, 742, 1050, 1001, 1236, 752
500330, 1542380686, 747, 816, 997, 830, 1148, 879, 738, 1031, 972, 1138, 747
500340, 1542380686, 742, 796, 1006, 865, 1226, 879, 742, 1026, 899, 1050, 742
500350, 1542380686, 738, 826, 1060, 879, 1280, 845, 747, 982, 845, 943, 752
500360, 1542380686, 738, 835, 1070, 889, 1295, 840, 742, 967, 830, 869, 747
500370, 1542380686, 742, 835, 1085, 889, 1324, 826, 747, 933, 826, 850, 752
500380, 1542380686, 738, 845, 1085, 894, 1353, 821, 752, 894, 835, 826, 747
500390, 1542380686, 738, 850, 1099, 894, 1383, 826, 747, 860, 835, 830, 747
500400, 1542380686, 733, 850, 1114, 918, 1407, 821, 742, 826, 801, 826, 742
500410, 1542380686, 728, 850, 1114, 923, 1436, 811, 747, 835, 826, 821, 747
500420, 1542380686, 723, 855, 1138, 943, 1456, 821, 752, 826, 816, 801, 742
500430, 1542380686, 733, 855, 1143, 938, 1480, 830, 747, 816, 796, 801, 742
500440, 1542380687, 733, 860, 1143, 943, 1500, 835, 747, 826, 791, 786, 742
500450, 1542380687, 733, 855, 1153, 962, 1520, 840, 747, 806, 791, 786, 747
500460, 1542380687, 733, 855, 1158, 967, 1554, 850, 742, 796, 786, 777, 742
500470, 1542380687, 728, 855, 1158, 982, 1583, 860, 742, 796, 786, 796, 742
500480, 1542380687, 723, 860, 1192, 997, 1612, 874, 747, 791, 796, 777, 747
500490, 1542380687, 718, 869, 1182, 982, 1612, 869, 742, 786, 786, 786, 742
500500, 1542380687, 723, 869, 1182, 997, 1632, 869, 742, 786, 782, 782, 742
500510, 1542380687, 723, 874, 1187, 997, 1642, 865, 742, 791, 777, 782, 742
500520, 1542380687, 723, 884, 1192, 1021, 1647, 860, 742, 786, 767, 767, 747
500530, 1542380687, 718, 894, 1197, 1021, 1652, 860, 742, 782, 791, 767, 742
500540, 1542380687, 718, 899, 1202, 1026, 1656, 855, 738, 782, 791, 767, 742
500550, 1542380687, 713, 923, 1212, 1041, 1671, 855, 747, 786, 796, 777, 747
500560, 1542380687, 723, 918, 1212, 1045, 1647, 840, 738, 782, 782, 767, 742
500570, 1542380687, 723, 918, 1221, 1050, 1642, 845, 742, 782, 782, 762, 742
500580, 1542380687, 723, 923, 1236, 1050, 1642, 835, 738, 772, 782, 767, 742
500590, 1542380687, 723, 923, 1236, 1055, 1637, 830, 742, 772, 772, 767, 742
500600, 1542380687, 723, 933, 1246, 1055, 1627, 840, 738, 782, 777, 767, 742
500610, 1542380687, 723, 938, 1251, 1060, 1647, 835, 747, 786, 782, 767, 747
500620, 1542380687, 718, 957, 1256, 1065, 1617, 826, 742, 772, 777, 767, 747
500630, 1542380687, 728, 938, 1251, 1070, 1598, 816, 738, 762, 772, 767, 742
500640, 1542380687, 723, 953, 1256, 1070, 1593, 816, 742, 767, 767, 762, 742
500651, 1542380687, 723, 957, 1260, 1070, 1583, 816, 738, 767, 777, 762, 742
500661, 1542380687, 723, 962, 1265, 1075, 1578, 816, 742, 767, 782, 757, 742
500671, 1542380687, 723, 962, 1270, 1080, 1583, 811, 738, 762, 772, 762, 742
500681, 1542380687, 713, 957, 1275, 1104, 1593, 816, 747, 772, 777, 767, 747
500691, 1542380687, 723, 967, 1270, 1109, 1588, 806, 738, 762, 777, 762, 747
500701, 1542380687, 728, 972, 1270, 1104, 1588, 806, 738, 757, 777, 757, 742
500711, 1542380687, 723, 987, 1285, 1109, 1588, 811, 738, 757, 782, 762, 742
500721, 1542380687, 723, 1011, 1285, 1119, 1588, 801, 738, 762, 772, 762, 742
500731, 1542380687, 723, 997, 1290, 1114, 1583, 806, 738, 762, 772, 757, 742
500741, 1542380687, 723, 1006, 1300, 1129, 1593, 806, 752, 777, 782, 762, 747
500751, 1542380687, 713, 1011, 1309, 1138, 1603, 816, 742, 767, 772, 767, 742
500761, 1542380687, 723, 1001, 1309, 1129, 1588, 811, 738, 767, 777, 757, 742
500771, 1542380687, 723, 1011, 1309, 1129, 1588, 811, 742, 772, 777, 757, 742
500781, 1542380687, 723, 1001, 1309, 1133, 1588, 811, 738, 767, 777, 757, 742
500791, 1542380687, 723, 1006, 1309, 1129, 1588, 816, 738, 767, 772, 757, 742
500806, 1542380687, 708, 1011, 1309, 1138, 1588, 821, 742, 772, 782, 757, 742
500816, 1542380687, 713, 1016, 1304, 1138, 1588, 826, 747, 767, 786, 762, 742
500826, 1542380687, 723, 1011, 1304, 1133, 1573, 816, 738, 757, 772, 757, 738
500836, 1542380687, 723, 1001, 1304, 1129, 1564, 821, 738, 757, 772, 757, 738
500846, 1542380687, 713, 1011, 1300, 1133, 1549, 835, 738, 752, 772, 762, 742
500856, 1542380687, 694, 1011, 1304, 1129, 1549, 835, 728, 757, 767, 757, 738
500866, 1542380687, 708, 1001, 1285, 1124, 1539, 826, 733, 796, 757, 747, 738
500876, 1542380687, 728, 987, 1265, 1119, 1539, 840, 752, 835, 772, 767, 742
500886, 1542380687, 723, 987, 1270, 1119, 1544, 826, 777, 835, 767, 767, 738
500896, 1542380687, 728, 967, 1256, 1099, 1520, 821, 943, 821, 777, 777, 738
500907, 1542380687, 738, 982, 1246, 1080, 1490, 811, 923, 845, 777, 791, 738
500917, 1542380687, 738, 953, 1231, 1065, 1471, 811, 904, 850, 786, 830, 738
500927, 1542380687, 728, 997, 1217, 1055, 1436, 791, 928, 860, 796, 845, 738
500937, 1542380687, 728, 948, 1212, 1041, 1392, 786, 967, 869, 806, 879, 738
500947, 1542380687, 723, 992, 1202, 1006, 1309, 782, 962, 909, 865, 962, 742
500957, 1542380687, 738, 977, 1187, 972, 1270, 762, 997, 913, 874, 1026, 742
500967, 1542380687, 752, 967, 1148, 943, 1221, 762, 1006, 953, 923, 1080, 742
500977, 1542380687, 757, 953, 1143, 923, 1158, 752, 1065, 957, 957, 1104, 752
500987, 1542380687, 762, 938, 1119, 899, 1070, 747, 1085, 982, 1006, 1143, 762
500997, 1542380687, 762, 923, 1099, 869, 997, 728, 1143, 992, 1011, 1197, 777
501007, 1542380687, 767, 904, 1075, 835, 957, 742, 1168, 1031, 1060, 1295, 786
501017, 1542380687, 767, 928, 1060, 811, 884, 747, 1221, 1021, 1036, 1363, 786
501027, 1542380687, 772, 899, 1011, 801, 850, 747, 1246, 1021, 1070, 1368, 777
501037, 1542380687, 767, 884, 977, 782, 816, 742, 1251, 1021, 1085, 1407, 757
501047, 1542380687, 767, 879, 943, 796, 806, 742, 1246, 1050, 1099, 1436, 762
501057, 1542380687, 767, 855, 913, 777, 811, 742, 1265, 1070, 1094, 1446, 752
501067, 1542380687, 762, 855, 884, 777, 772, 742, 1309, 1075, 1080, 1451, 757
501078, 1542380687, 752, 835, 840, 777, 786, 747, 1314, 1085, 1089, 1461, 752
501088, 1542380687, 757, 826, 826, 772, 782, 738, 1339, 1085, 1085, 1466, 752
501098, 1542380687, 757, 835, 821, 767, 767, 738, 1358, 1104, 1089, 1476, 747
501108, 1542380687, 767, 835, 850, 777, 772, 738, 1402, 1104, 1094, 1480, 742
501118, 1542380687, 772, 830, 826, 767, 777, 738, 1427, 1124, 1099, 1471, 742
501128, 1542380687, 762, 816, 816, 767, 777, 733, 1427, 1133, 1099, 1456, 747
501138, 1542380687, 762, 811, 806, 762, 777, 742, 1505, 1153, 1124, 1451, 757
501148, 1542380687, 757, 816, 801, 767, 777, 747, 1505, 1143, 1109, 1427, 752
501158, 1542380687, 767, 811, 796, 767, 772, 752, 1520, 1153, 1124, 1417, 747
501168, 1542380687, 762, 816, 796, 757, 767, 747, 1529, 1158, 1104, 1397, 747
501178, 1542380687, 752, 801, 791, 767, 767, 747, 1559, 1158, 1099, 1388, 742
501188, 1542380687, 747, 801, 791, 762, 772, 747, 1568, 1163, 1109, 1388, 742
501198, 1542380687, 747, 796, 782, 757, 772, 747, 1583, 1163, 1104, 1373, 742
501208, 1542380687, 733, 806, 786, 762, 767, 752, 1627, 1182, 1094, 1363, 747
501218, 1542380687, 738, 791, 777, 757, 762, 747, 1642, 1177, 1085, 1353, 742
501228, 1542380687, 733, 791, 777, 762, 757, 742, 1681, 1182, 1085, 1353, 742
501238, 1542380687, 728, 777, 762, 757, 762, 747, 1720, 1192, 1099, 1353, 742
501248, 1542380687, 713, 762, 742, 752, 762, 747, 1720, 1187, 1104, 1334, 742
501258, 1542380687, 723, 752, 757, 762, 757, 747, 1735, 1182, 1114, 1339, 738
501268, 1542380687, 733, 767, 762, 757, 757, 762, 1754, 1197, 1119, 1353, 747
501278, 1542380687, 723, 806, 757, 757, 762, 752, 1739, 1192, 1104, 1324, 742
501288, 1542380687, 728, 840, 767, 752, 757, 747, 1739, 1197, 1094, 1295, 742
501298, 1542380687, 728, 850, 782, 752, 752, 747, 1739, 1197, 1089, 1260, 742
501308, 1542380687, 723, 860, 835, 747, 747, 742, 1715, 1187, 1075, 1241, 742
501318, 1542380687, 723, 884, 879, 747, 747, 742, 1691, 1182, 1055, 1177, 742
501328, 1542380687, 713, 938, 982, 747, 738, 742, 1671, 1177, 992, 1182, 738
501338, 1542380687, 684, 1011, 1065, 772, 796, 733, 1593, 1143, 957, 1094, 747
501348, 1542380687, 718, 997, 1055, 786, 757, 733, 1534, 1114, 943, 1055, 742
501358, 1542380687, 713, 1036, 1133, 816, 850, 718, 1510, 1080, 894, 1026, 742
501368, 1542380687, 723, 1031, 1158, 879, 913, 733, 1412, 1036, 865, 953, 742
501378, 1542380687, 723, 1055, 1197, 938, 977, 738, 742, 1021, 835, 933, 742
501388, 1542380687, 718, 1055, 1212, 972, 1055, 742, 762, 992, 830, 869, 752
501398, 1542380687, 733, 1045, 1241, 1001, 1129, 767, 752, 948, 826, 865, 757
501408, 1542380687, 738, 1055, 1265, 1016, 1138, 757, 742, 918, 811, 830, 747
501419, 1542380687, 738, 1065, 1275, 1016, 1177, 752, 826, 889, 806, 821, 742
501429, 1542380687, 733, 1070, 1285, 1031, 1202, 752, 762, 874, 801, 821, 742
501439, 1542380688, 723, 1080, 1295, 1041, 1226, 752, 742, 855, 816, 816, 742
501449, 1542380688, 718, 1089, 1309, 1045, 1246, 752, 742, 826, 811, 806, 742
501459, 1542380688, 718, 1099, 1329, 1036, 1251, 752, 742, 830, 816, 791, 742
501469, 1542380688, 703, 1119, 1344, 1050, 1270, 752, 747, 821, 801, 796, 747
501479, 1542380688, 713, 1124, 1344, 1041, 1270, 752, 742, 806, 796, 791, 742
501489, 1542380688, 713, 1133, 1348, 1050, 1265, 752, 742, 806, 786, 782, 742
501499, 1542380688, 713, 1148, 1353, 1055, 1260, 752, 742, 791, 791, 772, 742
501509, 1542380688, 713, 1168, 1363, 1060, 1270, 752, 742, 796, 786, 767, 738
501519, 1542380688, 718, 1177, 1373, 1050, 1265, 747, 742, 786, 791, 777, 742
501529, 1542380688, 718, 1173, 1383, 1041, 1280, 757, 747, 791, 786, 777, 742
501539, 1542380688, 718, 1187, 1388, 1055, 1260, 752, 742, 786, 777, 772, 742
501549, 1542380688, 723, 1192, 1383, 1050, 1241, 752, 742, 782, 772, 777, 742
501559, 1542380688, 723, 1197, 1392, 1055, 1231, 752, 742, 786, 777, 772, 742
501569, 1542380688, 718, 1212, 1402, 1060, 1226, 747, 742, 777, 772, 772, 742
501579, 1542380688, 718, 1217, 1412, 1055, 1212, 752, 742, 782, 777, 782, 742
501590, 1542380688, 718, 1217, 1422, 1055, 1202, 747, 742, 782, 777, 782, 742
501600, 1542380688, 708, 1236, 1432, 1055, 1197, 752, 742, 786, 777, 782, 742
501610, 1542380688, 718, 1226, 1427, 1055, 1187, 747, 742, 782, 772, 772, 742
501620, 1542380688, 718, 1221, 1436, 1060, 1202, 752, 742, 777, 767, 767, 742
501630, 1542380688, 718, 1221, 1441, 1055, 1217, 752, 742, 772, 782, 772, 742
501640, 1542380688, 718, 1221, 1436, 1065, 1207, 752, 738, 767, 782, 777, 738
501650, 1542380688, 718, 1217, 1432, 1070, 1207, 747, 742, 772, 772, 777, 738
501660, 1542380688, 718, 1217, 1427, 1089, 1251, 757, 747, 772, 782, 782, 747
501670, 1542380688, 708, 1221, 1427, 1070, 1246, 752, 742, 762, 777, 777, 738
501680, 1542380688, 713, 1212, 1427, 1070, 1265, 757, 738, 762, 772, 777, 738
501690, 1542380688, 708, 1192, 1402, 1060, 1275, 757, 733, 762, 777, 772, 742
501700, 1542380688, 713, 1148, 1383, 1060, 1280, 752, 733, 777, 777, 767, 738
501710, 1542380688, 718, 1153, 1383, 1055, 1275, 752, 733, 821, 762, 762, 738
501720, 1542380688, 718, 1138, 1373, 1050, 1280, 752, 1050, 840, 772, 767, 747
501730, 1542380688, 703, 1133, 1378, 1050, 1280, 757, 1109, 894, 762, 757, 738
501740, 1542380688, 713, 1119, 1358, 1026, 1256, 752, 1080, 894, 791, 767, 733
501750, 1542380688, 718, 1080, 1324, 1026, 1231, 752, 1089, 933, 816, 850, 733
501760, 1542380688, 728, 1070, 1314, 1001, 1187, 752, 1089, 948, 845, 918, 738
501770, 1542380688, 738, 1050, 1275, 997, 1148, 752, 1133, 957, 894, 992, 738
501780, 1542380688, 742, 1026, 1241, 962, 1124, 747, 1148, 977, 923, 1070, 742
501790, 1542380688, 738, 1031, 1187, 933, 1036, 752, 1182, 1006, 957, 1104, 747
501814, 1542380688, 723, 987, 1124, 874, 957, 747, 1212, 1036, 1001, 1212, 747
501824, 1542380688, 738, 957, 1085, 840, 938, 738, 1231, 1045, 1006, 1246, 742
501834, 1542380688, 742, 928, 1055, 830, 909, 738, 1275, 1050, 1016, 1280, 742
501844, 1542380688, 738, 894, 1021, 811, 869, 738, 1285, 1089, 1041, 1309, 742
501854, 1542380688, 738, 874, 997, 806, 845, 738, 1309, 1094, 1045, 1309, 747
501864, 1542380688, 738, 845, 943, 786, 830, 738, 1324, 1114, 1094, 1353, 752
501874, 1542380688, 733, 850, 899, 791, 830, 742, 1378, 1129, 1094, 1334, 747
501884, 1542380688, 747, 830, 869, 791, 830, 738, 1402, 1129, 1089, 1392, 747
501894, 1542380688, 757, 826, 840, 796, 806, 738, 1417, 1138, 1099, 1427, 747
501904, 1542380688, 767, 821, 855, 786, 791, 733, 1466, 1143, 1114, 1422, 752
501914, 1542380688, 772, 796, 840, 782, 777, 738, 1466, 1153, 1133, 1515, 752
501924, 1542380688, 772, 806, 821, 772, 786, 742, 1490, 1163, 1148, 1534, 752
501934, 1542380688, 762, 806, 811, 772, 777, 757, 1534, 1187, 1173, 1568, 762
501944, 1542380688, 767, 796, 806, 767, 767, 747, 1539, 1177, 1168, 1573, 757
501954, 1542380688, 757, 791, 796, 772, 762, 752, 1539, 1182, 1168, 1588, 752
501964, 1542380688, 752, 791, 791, 762, 767, 747, 1549, 1192, 1177, 1588, 752
501974, 1542380688, 747, 777, 786, 762, 767, 747, 1544, 1187, 1187, 1583, 747
501984, 1542380688, 747, 772, 786, 762, 767, 747, 1573, 1192, 1187, 1588, 742
501994, 1542380688, 752, 782, 782, 767, 777, 762, 1598, 1217, 1207, 1573, 747
502004, 1542380688, 757, 786, 782, 767, 796, 767, 1622, 1202, 1197, 1568, 742
