millis,epoch,sync,f1LV,f2LV,f3LV,f4LV,f5LV,f1RV,f2RV,f3RV,f4RV,f5RV
193626, 1542380380, 728, 1045, 1041, 791, 791, 738, 742, 777, 757, 767, 742
193636, 1542380380, 728, 1055, 1075, 801, 786, 738, 738, 772, 767, 777, 752
193646, 1542380380, 723, 1085, 1099, 806, 801, 742, 742, 772, 772, 772, 747
193656, 1542380380, 728, 1133, 1129, 796, 806, 733, 738, 772, 767, 762, 747
193666, 1542380380, 728, 1143, 1168, 811, 796, 733, 738, 772, 757, 762, 742
193676, 1542380380, 728, 1163, 1197, 816, 801, 738, 738, 772, 757, 762, 742
193686, 1542380380, 728, 1207, 1226, 830, 816, 733, 738, 777, 762, 757, 742
193696, 1542380380, 728, 1241, 1256, 845, 821, 738, 738, 767, 762, 752, 742
193707, 1542380380, 728, 1270, 1290, 865, 869, 747, 747, 777, 767, 762, 747
193717, 1542380380, 723, 1309, 1348, 874, 869, 738, 738, 762, 762, 757, 747
193727, 1542380380, 733, 1373, 1373, 889, 855, 738, 738, 762, 762, 757, 742
193737, 1542380380, 728, 1446, 1407, 889, 855, 738, 738, 762, 752, 767, 742
193747, 1542380380, 728, 1500, 1427, 884, 830, 738, 738, 762, 757, 757, 742
193757, 1542380380, 723, 1539, 1446, 869, 806, 738, 738, 762, 757, 762, 742
193767, 1542380380, 728, 1637, 1480, 855, 786, 738, 738, 767, 757, 762, 742
193777, 1542380380, 723, 1774, 1568, 835, 767, 747, 742, 777, 762, 762, 747
193787, 1542380380, 733, 1832, 1578, 801, 767, 742, 738, 767, 757, 757, 742
193797, 1542380380, 733, 1945, 1598, 786, 757, 738, 738, 762, 752, 757, 742
193807, 1542380380, 728, 2086, 1622, 777, 752, 742, 738, 752, 757, 752, 742
193817, 1542380380, 728, 2233, 1612, 777, 757, 738, 738, 762, 752, 752, 742
193827, 1542380380, 723, 2350, 1593, 767, 752, 738, 738, 757, 752, 752, 742
193837, 1542380380, 728, 2473, 1549, 757, 752, 738, 738, 757, 777, 762, 752
193847, 1542380380, 723, 2600, 1446, 762, 762, 742, 742, 767, 767, 747, 742
193857, 1542380380, 728, 2614, 1304, 762, 747, 738, 738, 801, 762, 747, 738
193867, 1542380380, 723, 2590, 1158, 762, 742, 738, 913, 869, 767, 747, 742
193878, 1542380380, 723, 2443, 1060, 767, 742, 742, 733, 943, 786, 796, 733
193888, 1542380380, 747, 2189, 967, 762, 742, 742, 733, 997, 860, 928, 733
193898, 1542380380, 772, 1876, 889, 762, 747, 742, 742, 1031, 953, 1036, 777
193908, 1542380380, 801, 1422, 869, 782, 762, 747, 742, 1045, 1031, 1207, 899
193918, 1542380380, 850, 1236, 830, 762, 757, 742, 733, 1026, 1016, 1300, 918
193928, 1542380380, 879, 1065, 801, 762, 757, 738, 738, 1045, 1045, 1363, 918
193938, 1542380380, 884, 948, 806, 762, 752, 738, 738, 1045, 1045, 1388, 879
193948, 1542380380, 869, 899, 801, 762, 757, 738, 738, 1075, 1060, 1461, 889
193958, 1542380380, 874, 865, 801, 757, 742, 738, 738, 1075, 1099, 1520, 894
193968, 1542380380, 874, 830, 791, 757, 752, 733, 738, 1075, 1133, 1686, 923
193978, 1542380380, 899, 811, 806, 762, 747, 742, 742, 1094, 1143, 1827, 953
193988, 1542380380, 928, 816, 801, 752, 752, 738, 738, 1104, 1163, 1891, 962
193998, 1542380380, 933, 811, 806, 752, 747, 738, 738, 1119, 1173, 1925, 957
194008, 1542380380, 909, 801, 786, 747, 742, 738, 738, 1138, 1177, 1925, 904
194018, 1542380380, 869, 791, 782, 757, 747, 738, 738, 1143, 1168, 1857, 865
194028, 1542380380, 845, 786, 782, 747, 742, 738, 742, 1148, 1173, 1769, 845
194043, 1542380380, 811, 796, 786, 757, 752, 747, 747, 1158, 1129, 1671, 801
194053, 1542380380, 796, 796, 782, 757, 747, 742, 742, 1158, 1104, 1627, 777
194063, 1542380380, 777, 786, 777, 747, 742, 733, 738, 1158, 1075, 1524, 757
194073, 1542380380, 757, 782, 772, 752, 747, 738, 738, 1148, 1036, 1441, 742
194083, 1542380380, 747, 782, 777, 742, 747, 738, 738, 1143, 1016, 1348, 747
194093, 1542380380, 738, 782, 782, 747, 747, 738, 738, 1143, 987, 1280, 742
194103, 1542380380, 733, 782, 767, 747, 742, 738, 738, 1148, 967, 1207, 742
194113, 1542380380, 723, 782, 777, 757, 752, 742, 742, 1124, 957, 1129, 747
194123, 1542380380, 733, 777, 767, 747, 742, 738, 742, 1109, 938, 1114, 742
194134, 1542380380, 728, 767, 762, 747, 742, 738, 738, 1104, 913, 1031, 738
194144, 1542380380, 728, 767, 767, 742, 742, 738, 742, 1075, 899, 977, 738
194154, 1542380380, 723, 772, 767, 742, 742, 738, 742, 1041, 879, 928, 742
194164, 1542380380, 723, 772, 762, 747, 738, 738, 1783, 1036, 874, 909, 738
194174, 1542380380, 733, 772, 757, 742, 742, 738, 1847, 1055, 928, 928, 747
194184, 1542380380, 728, 777, 762, 757, 747, 742, 899, 1070, 879, 894, 742
194194, 1542380380, 718, 767, 752, 747, 742, 738, 738, 1075, 874, 918, 742
194204, 1542380380, 713, 772, 757, 747, 747, 738, 1920, 1085, 904, 953, 738
194214, 1542380380, 733, 767, 757, 747, 747, 738, 1964, 1109, 923, 982, 742
194224, 1542380380, 723, 772, 757, 747, 742, 738, 1955, 1133, 933, 1006, 742
194234, 1542380380, 738, 772, 757, 747, 742, 738, 1984, 1153, 948, 1060, 742
194244, 1542380380, 742, 777, 757, 762, 752, 747, 2038, 1182, 933, 1001, 752
194254, 1542380380, 738, 777, 762, 747, 742, 738, 826, 1168, 889, 913, 742
194264, 1542380380, 738, 772, 757, 742, 742, 738, 742, 1163, 874, 860, 742
194274, 1542380380, 723, 772, 752, 742, 742, 738, 2311, 1173, 884, 884, 742
194284, 1542380380, 718, 772, 762, 742, 742, 738, 2565, 1192, 869, 850, 742
194294, 1542380380, 742, 772, 757, 742, 747, 738, 2668, 1212, 884, 860, 742
194304, 1542380380, 747, 772, 757, 742, 747, 738, 3704, 1221, 933, 879, 742
194314, 1542380380, 742, 777, 762, 747, 747, 742, 2937, 1275, 962, 909, 752
194324, 1542380380, 752, 767, 752, 742, 742, 738, 2927, 1285, 943, 894, 742
194334, 1542380380, 752, 757, 752, 742, 742, 738, 3069, 1304, 918, 840, 747
194344, 1542380380, 752, 757, 752, 742, 742, 738, 772, 1309, 879, 806, 747
194354, 1542380380, 718, 752, 742, 742, 742, 738, 1471, 1304, 840, 786, 747
194364, 1542380380, 698, 762, 752, 733, 728, 747, 742, 1285, 830, 782, 747
194374, 1542380380, 703, 782, 904, 747, 752, 728, 4828, 1280, 826, 782, 752
194384, 1542380380, 742, 796, 904, 742, 767, 738, 747, 1260, 821, 777, 747
194394, 1542380380, 723, 801, 987, 738, 733, 733, 742, 1217, 806, 767, 742
194404, 1542380380, 698, 796, 1085, 742, 742, 733, 742, 1129, 801, 782, 742
194414, 1542380380, 679, 796, 1177, 772, 796, 718, 738, 997, 791, 782, 747
194424, 1542380380, 713, 801, 1270, 816, 845, 718, 738, 933, 782, 772, 747
194434, 1542380380, 733, 796, 1339, 884, 938, 718, 742, 884, 782, 767, 747
194444, 1542380380, 738, 801, 1402, 967, 1109, 747, 4335, 869, 786, 767, 752
194454, 1542380380, 767, 821, 1500, 1021, 1124, 742, 3846, 850, 786, 762, 747
194464, 1542380380, 782, 811, 1568, 1041, 1177, 738, 2844, 826, 767, 782, 752
194475, 1542380380, 762, 835, 1652, 1065, 1192, 733, 2008, 826, 777, 777, 747
194485, 1542380380, 742, 830, 1735, 1055, 1177, 733, 742, 806, 772, 767, 742
194495, 1542380380, 713, 845, 1818, 1080, 1207, 738, 742, 806, 767, 767, 747
194505, 1542380380, 713, 840, 1876, 1094, 1207, 738, 738, 796, 757, 767, 747
194515, 1542380380, 713, 845, 1920, 1119, 1241, 738, 742, 806, 762, 772, 752
194525, 1542380380, 718, 840, 1906, 1124, 1251, 738, 738, 806, 762, 767, 747
194535, 1542380380, 718, 835, 1876, 1138, 1309, 733, 738, 796, 762, 767, 747
194545, 1542380380, 713, 826, 1818, 1148, 1353, 738, 738, 791, 772, 767, 742
194555, 1542380381, 713, 816, 1739, 1138, 1388, 733, 738, 791, 772, 772, 747
194565, 1542380381, 718, 806, 1666, 1119, 1407, 738, 742, 786, 767, 772, 747
194575, 1542380381, 718, 801, 1578, 1104, 1432, 757, 747, 801, 772, 772, 752
194585, 1542380381, 713, 796, 1524, 1099, 1461, 747, 742, 801, 772, 767, 742
194595, 1542380381, 718, 786, 1461, 1075, 1451, 742, 738, 786, 757, 767, 747
194605, 1542380381, 718, 782, 1417, 1041, 1436, 747, 738, 786, 767, 767, 742
194615, 1542380381, 718, 782, 1392, 1041, 1392, 742, 738, 782, 762, 767, 747
194625, 1542380381, 718, 772, 1368, 1026, 1402, 742, 742, 782, 762, 767, 747
194635, 1542380381, 718, 777, 1304, 1006, 1383, 742, 738, 777, 762, 762, 747
194646, 1542380381, 708, 786, 1285, 987, 1334, 752, 742, 782, 762, 762, 747
194656, 1542380381, 723, 786, 1260, 982, 1304, 742, 738, 777, 757, 767, 742
194666, 1542380381, 723, 772, 1256, 972, 1319, 747, 738, 777, 762, 757, 742
194676, 1542380381, 723, 777, 1236, 977, 1319, 747, 742, 777, 762, 762, 747
194686, 1542380381, 723, 772, 1260, 992, 1314, 747, 738, 772, 762, 762, 742
194696, 1542380381, 723, 772, 1275, 1001, 1324, 742, 742, 772, 762, 762, 747
194706, 1542380381, 718, 777, 1309, 1016, 1334, 742, 738, 772, 782, 772, 752
194716, 1542380381, 718, 791, 1348, 1060, 1353, 747, 747, 777, 767, 767, 747
194726, 1542380381, 723, 782, 1353, 1065, 1363, 742, 742, 772, 767, 767, 747
194736, 1542380381, 723, 786, 1373, 1080, 1383, 742, 738, 772, 762, 767, 742
194746, 1542380381, 723, 786, 1402, 1089, 1383, 742, 738, 772, 762, 772, 742
194756, 1542380381, 723, 782, 1417, 1099, 1397, 742, 742, 772, 772, 767, 742
194766, 1542380381, 723, 786, 1451, 1114, 1378, 742, 738, 772, 762, 772, 742
194776, 1542380381, 723, 796, 1490, 1133, 1392, 747, 742, 777, 762, 772, 747
194786, 1542380381, 713, 801, 1500, 1124, 1392, 742, 738, 767, 757, 767, 742
194796, 1542380381, 723, 791, 1524, 1163, 1412, 742, 738, 767, 762, 762, 742
194806, 1542380381, 723, 801, 1559, 1173, 1432, 742, 738, 767, 767, 767, 742
194816, 1542380381, 723, 806, 1583, 1207, 1451, 742, 738, 772, 762, 767, 742
194826, 1542380381, 723, 796, 1632, 1217, 1436, 738, 738, 772, 762, 767, 747
194836, 1542380381, 723, 806, 1676, 1226, 1368, 738, 738, 767, 762, 767, 757
194846, 1542380381, 713, 821, 1739, 1212, 1270, 742, 742, 772, 767, 772, 747
194856, 1542380381, 728, 826, 1793, 1202, 1148, 738, 738, 762, 762, 762, 742
194866, 1542380381, 728, 835, 1886, 1202, 1109, 738, 738, 757, 757, 762, 742
194876, 1542380381, 723, 830, 1950, 1207, 1080, 742, 738, 757, 757, 762, 742
194886, 1542380381, 723, 840, 2033, 1197, 1006, 738, 733, 757, 752, 762, 742
194896, 1542380381, 723, 840, 2091, 1192, 992, 738, 733, 757, 757, 767, 742
194906, 1542380381, 718, 845, 2135, 1143, 904, 752, 835, 772, 772, 757, 752
194916, 1542380381, 723, 869, 2199, 1036, 855, 747, 826, 801, 762, 757, 742
194926, 1542380381, 733, 869, 2165, 889, 835, 742, 850, 830, 757, 762, 742
194936, 1542380381, 747, 879, 2111, 845, 816, 742, 840, 933, 757, 752, 742
194946, 1542380381, 733, 899, 1901, 821, 806, 747, 855, 1050, 767, 747, 742
194956, 1542380381, 713, 899, 1617, 806, 791, 738, 835, 1104, 826, 786, 728
194966, 1542380381, 728, 855, 1339, 796, 772, 738, 845, 1197, 933, 987, 738
194976, 1542380381, 762, 835, 1138, 796, 777, 742, 845, 1226, 1065, 1246, 806
194987, 1542380381, 796, 806, 1050, 796, 772, 738, 850, 1241, 1114, 1358, 826
194997, 1542380381, 826, 786, 967, 786, 772, 738, 860, 1309, 1153, 1539, 845
195007, 1542380381, 821, 772, 928, 782, 772, 738, 850, 1358, 1143, 1544, 821
195017, 1542380381, 806, 762, 899, 772, 767, 738, 860, 1397, 1143, 1529, 786
195027, 1542380381, 791, 762, 835, 777, 762, 738, 835, 1441, 1153, 1568, 777
195043, 1542380381, 786, 762, 845, 782, 767, 742, 840, 1441, 1212, 1769, 801
195053, 1542380381, 806, 762, 830, 782, 762, 742, 840, 1422, 1207, 1818, 806
195063, 1542380381, 816, 752, 816, 777, 757, 738, 840, 1388, 1221, 1940, 826
195073, 1542380381, 826, 752, 816, 772, 757, 738, 840, 1348, 1246, 1989, 830
195083, 1542380381, 835, 752, 806, 772, 757, 738, 840, 1300, 1236, 2018, 860
195093, 1542380381, 840, 752, 806, 772, 762, 738, 835, 1295, 1221, 2047, 865
195103, 1542380381, 845, 757, 801, 772, 762, 738, 840, 1265, 1217, 2057, 884
195113, 1542380381, 845, 767, 791, 777, 767, 742, 845, 1236, 1207, 1994, 879
195123, 1542380381, 860, 757, 796, 772, 762, 738, 835, 1221, 1182, 1940, 889
195133, 1542380381, 860, 752, 796, 767, 762, 738, 835, 1207, 1163, 1871, 860
195143, 1542380381, 850, 757, 777, 767, 757, 738, 826, 1182, 1143, 1823, 855
195153, 1542380381, 835, 752, 777, 762, 762, 738, 826, 1182, 1148, 1759, 850
195163, 1542380381, 835, 752, 777, 762, 757, 738, 826, 1153, 1129, 1715, 845
195173, 1542380381, 826, 752, 777, 762, 757, 738, 830, 1153, 1104, 1739, 850
195183, 1542380381, 816, 757, 782, 762, 762, 742, 835, 1158, 1114, 1681, 840
195193, 1542380381, 826, 752, 767, 757, 757, 738, 826, 1143, 1129, 1647, 850
195203, 1542380381, 821, 752, 772, 757, 757, 738, 821, 1163, 1124, 1666, 830
195213, 1542380381, 811, 752, 767, 752, 752, 738, 826, 1177, 1099, 1642, 835
195223, 1542380381, 806, 752, 767, 757, 757, 738, 821, 1173, 1109, 1642, 821
195233, 1542380381, 796, 752, 767, 757, 757, 738, 826, 1187, 1129, 1661, 811
195243, 1542380381, 791, 757, 782, 772, 762, 742, 830, 1231, 1138, 1676, 806
195253, 1542380381, 786, 762, 772, 757, 757, 738, 830, 1246, 1133, 1676, 791
195263, 1542380381, 791, 752, 767, 757, 757, 738, 830, 1260, 1168, 1666, 796
195273, 1542380381, 791, 752, 772, 752, 757, 738, 830, 1280, 1207, 1656, 801
195283, 1542380381, 791, 752, 767, 752, 757, 738, 840, 1285, 1202, 1676, 796
195293, 1542380381, 786, 757, 762, 752, 757, 738, 830, 1295, 1197, 1661, 786
195303, 1542380381, 777, 757, 762, 752, 752, 738, 830, 1314, 1212, 1647, 772
195313, 1542380381, 757, 757, 767, 757, 762, 742, 830, 1344, 1221, 1637, 767
195323, 1542380381, 762, 752, 762, 752, 757, 738, 840, 1397, 1246, 1593, 767
195333, 1542380381, 757, 757, 762, 757, 752, 738, 845, 1407, 1246, 1573, 757
195343, 1542380381, 752, 757, 762, 752, 752, 738, 840, 1432, 1270, 1583, 762
195353, 1542380381, 757, 757, 762, 752, 752, 738, 830, 1466, 1265, 1539, 752
195363, 1542380381, 752, 752, 762, 757, 752, 738, 840, 1495, 1275, 1500, 742
195373, 1542380381, 747, 752, 762, 757, 772, 747, 855, 1544, 1246, 1388, 742
195383, 1542380381, 738, 757, 767, 752, 757, 738, 855, 1568, 1217, 1358, 742
195393, 1542380381, 742, 752, 762, 752, 752, 738, 850, 1632, 1207, 1309, 742
195403, 1542380381, 738, 757, 757, 747, 752, 738, 855, 1744, 1226, 1231, 747
195414, 1542380381, 738, 752, 757, 752, 747, 738, 865, 1827, 1241, 1182, 742
195424, 1542380381, 728, 738, 742, 752, 757, 738, 860, 1896, 1246, 1153, 747
195434, 1542380381, 723, 811, 757, 767, 757, 733, 874, 2023, 1285, 1168, 747
195444, 1542380381, 713, 865, 767, 767, 757, 742, 879, 2194, 1304, 1226, 747
195454, 1542380381, 728, 889, 747, 752, 742, 738, 874, 2243, 1304, 1202, 747
195464, 1542380381, 718, 997, 865, 752, 738, 738, 869, 2326, 1300, 1124, 742
195474, 1542380381, 733, 967, 909, 752, 742, 733, 869, 2443, 1241, 1045, 742
195484, 1542380381, 728, 967, 967, 752, 738, 733, 904, 2526, 1138, 948, 747
195494, 1542380381, 713, 953, 1060, 713, 742, 723, 904, 2551, 1011, 850, 742
195504, 1542380381, 728, 913, 1119, 796, 874, 698, 918, 2502, 918, 830, 747
195514, 1542380381, 733, 855, 1143, 869, 987, 738, 899, 2365, 904, 835, 742
195524, 1542380381, 738, 845, 1158, 933, 1158, 762, 884, 2126, 865, 816, 738
195534, 1542380381, 723, 850, 1163, 977, 1314, 816, 884, 1823, 850, 811, 742
195544, 1542380381, 718, 845, 1168, 997, 1427, 830, 865, 1588, 830, 830, 738
195554, 1542380382, 713, 869, 1187, 1021, 1534, 830, 830, 1358, 826, 811, 742
195564, 1542380382, 713, 874, 1202, 1036, 1622, 811, 811, 1168, 816, 811, 742
195574, 1542380382, 703, 879, 1260, 1085, 1749, 816, 801, 894, 801, 786, 747
195584, 1542380382, 723, 894, 1251, 1089, 1793, 816, 840, 835, 796, 791, 742
195594, 1542380382, 718, 884, 1260, 1094, 1886, 826, 742, 830, 806, 791, 742
195604, 1542380382, 728, 894, 1270, 1124, 1979, 835, 742, 826, 816, 796, 742
195614, 1542380382, 723, 884, 1270, 1138, 2047, 850, 742, 826, 806, 796, 742
195624, 1542380382, 718, 879, 1275, 1158, 2082, 850, 742, 826, 791, 791, 742
195634, 1542380382, 713, 865, 1256, 1158, 2091, 860, 738, 826, 811, 806, 752
195644, 1542380382, 708, 855, 1251, 1153, 2101, 865, 791, 816, 796, 791, 747
195654, 1542380382, 718, 845, 1231, 1138, 2047, 850, 791, 801, 786, 791, 742
195664, 1542380382, 718, 845, 1197, 1124, 1979, 860, 782, 811, 786, 786, 747
195674, 1542380382, 718, 835, 1187, 1109, 1906, 845, 782, 801, 791, 791, 742
195684, 1542380382, 718, 830, 1158, 1085, 1818, 830, 786, 796, 777, 782, 747
195694, 1542380382, 718, 821, 1143, 1041, 1730, 826, 786, 791, 777, 782, 742
195704, 1542380382, 718, 826, 1148, 1036, 1637, 801, 791, 806, 786, 786, 747
195718, 1542380382, 708, 830, 1124, 1045, 1588, 791, 796, 796, 782, 777, 742
195728, 1542380382, 718, 826, 1114, 1021, 1549, 782, 791, 791, 782, 777, 742
195738, 1542380382, 723, 835, 1114, 1001, 1515, 777, 801, 791, 777, 772, 742
195748, 1542380382, 723, 830, 1124, 982, 1485, 767, 791, 786, 772, 772, 742
195758, 1542380382, 723, 840, 1119, 1006, 1461, 767, 801, 791, 777, 772, 742
195768, 1542380382, 723, 850, 1129, 1006, 1461, 757, 791, 782, 777, 767, 757
195778, 1542380382, 713, 855, 1143, 1011, 1461, 762, 801, 786, 772, 777, 747
195788, 1542380382, 718, 850, 1143, 1011, 1436, 757, 796, 782, 772, 772, 742
195798, 1542380382, 723, 850, 1143, 1016, 1436, 762, 791, 782, 772, 767, 742
195808, 1542380382, 718, 850, 1153, 1026, 1441, 757, 791, 777, 767, 772, 742
195818, 1542380382, 718, 860, 1163, 1036, 1441, 757, 786, 777, 767, 777, 742
195828, 1542380382, 718, 860, 1173, 1041, 1451, 757, 791, 782, 767, 777, 742
195838, 1542380382, 718, 869, 1187, 1036, 1466, 757, 801, 777, 772, 777, 747
195848, 1542380382, 713, 869, 1212, 1050, 1432, 752, 791, 772, 777, 777, 742
195858, 1542380382, 723, 879, 1226, 1055, 1368, 747, 791, 762, 762, 767, 742
195868, 1542380382, 723, 879, 1236, 1065, 1344, 747, 791, 762, 767, 762, 742
195878, 1542380382, 723, 913, 1275, 1070, 1314, 742, 791, 767, 762, 772, 742
195888, 1542380382, 723, 938, 1290, 1075, 1265, 738, 791, 762, 762, 767, 742
195898, 1542380382, 718, 957, 1329, 1089, 1241, 733, 791, 767, 767, 767, 738
195908, 1542380382, 708, 1021, 1383, 1094, 1207, 738, 801, 772, 772, 767, 747
195918, 1542380382, 723, 1050, 1397, 1089, 1192, 733, 791, 772, 762, 757, 738
195928, 1542380382, 723, 1041, 1417, 1085, 1148, 738, 796, 767, 757, 757, 742
195938, 1542380382, 723, 1089, 1427, 1065, 1060, 742, 796, 772, 762, 757, 738
195948, 1542380382, 728, 1168, 1456, 1041, 982, 742, 796, 772, 762, 757, 738
195958, 1542380382, 733, 1241, 1515, 1006, 928, 742, 791, 767, 762, 762, 742
195968, 1542380382, 728, 1329, 1573, 987, 904, 752, 801, 772, 782, 777, 747
195978, 1542380382, 723, 1471, 1612, 972, 884, 742, 830, 747, 762, 762, 747
195988, 1542380382, 738, 1583, 1647, 923, 835, 742, 738, 757, 762, 757, 742
195998, 1542380382, 728, 1686, 1681, 913, 821, 738, 738, 757, 757, 757, 738
196008, 1542380382, 728, 1808, 1710, 865, 826, 742, 1016, 757, 757, 757, 742
196018, 1542380382, 733, 1979, 1725, 830, 816, 738, 747, 752, 752, 752, 742
196028, 1542380382, 738, 2111, 1686, 835, 811, 742, 1314, 782, 757, 752, 742
196043, 1542380382, 718, 2531, 1441, 806, 782, 742, 1524, 840, 757, 757, 747
196054, 1542380382, 738, 2570, 1304, 791, 782, 742, 1656, 860, 752, 757, 742
196064, 1542380382, 738, 2629, 1124, 782, 777, 742, 1959, 977, 777, 747, 742
196074, 1542380382, 728, 2531, 957, 777, 772, 738, 2223, 1036, 806, 762, 733
196084, 1542380382, 747, 2130, 918, 782, 767, 738, 2492, 1104, 889, 826, 738
196094, 1542380382, 767, 1505, 874, 777, 767, 738, 2722, 1173, 972, 962, 738
196104, 1542380382, 772, 1143, 860, 786, 762, 738, 2795, 1202, 1129, 1133, 747
196114, 1542380382, 772, 884, 845, 777, 762, 742, 2810, 1226, 1129, 1212, 742
196124, 1542380382, 772, 816, 826, 767, 762, 738, 2766, 1246, 1138, 1260, 742
196134, 1542380382, 762, 747, 806, 767, 752, 738, 2561, 1241, 1202, 1402, 742
196144, 1542380382, 772, 786, 811, 762, 757, 738, 2404, 1251, 1207, 1485, 757
196154, 1542380382, 772, 767, 796, 762, 762, 738, 2228, 1265, 1246, 1622, 757
196164, 1542380382, 777, 752, 801, 767, 767, 738, 2062, 1256, 1246, 1720, 767
196174, 1542380382, 777, 767, 796, 777, 767, 742, 1901, 1217, 1270, 1813, 782
196184, 1542380382, 791, 762, 796, 772, 762, 738, 1793, 1192, 1256, 1803, 791
196194, 1542380382, 791, 762, 796, 767, 757, 738, 1803, 1182, 1231, 1798, 811
196204, 1542380382, 786, 757, 786, 767, 762, 738, 1686, 1202, 1192, 1769, 806
196214, 1542380382, 782, 757, 777, 762, 757, 738, 1632, 1168, 1182, 1691, 801
196224, 1542380382, 772, 757, 782, 762, 762, 738, 1637, 1133, 1177, 1617, 772
196234, 1542380382, 767, 757, 777, 762, 762, 738, 1608, 1173, 1148, 1608, 791
196244, 1542380382, 752, 762, 782, 767, 767, 742, 1617, 1133, 1119, 1559, 757
196254, 1542380382, 752, 757, 772, 762, 757, 738, 1598, 1119, 1114, 1485, 757
196264, 1542380382, 747, 757, 772, 757, 757, 738, 1578, 1129, 1080, 1427, 757
196274, 1542380382, 742, 752, 772, 762, 757, 738, 1608, 1124, 1104, 1417, 747
196284, 1542380382, 738, 757, 767, 767, 752, 738, 1637, 1143, 1065, 1334, 747
196294, 1542380382, 733, 757, 772, 762, 757, 738, 1671, 1133, 1036, 1295, 747
196304, 1542380382, 723, 767, 777, 767, 757, 742, 1725, 1153, 1016, 1290, 752
196314, 1542380382, 733, 757, 772, 762, 752, 738, 1739, 1143, 997, 1260, 738
196324, 1542380382, 733, 757, 772, 757, 752, 738, 1769, 1148, 1006, 1251, 742
196334, 1542380382, 728, 762, 767, 762, 752, 738, 1862, 1163, 1021, 1246, 738
196344, 1542380382, 728, 762, 762, 752, 752, 738, 1901, 1163, 1041, 1260, 742
196354, 1542380382, 728, 767, 762, 747, 752, 738, 1945, 1182, 1045, 1270, 738
196364, 1542380382, 728, 762, 767, 752, 757, 738, 1989, 1231, 1070, 1285, 747
196374, 1542380382, 728, 767, 767, 757, 757, 742, 2086, 1207, 1075, 1275, 742
196384, 1542380382, 738, 762, 762, 757, 757, 738, 2155, 1217, 1080, 1217, 742
196395, 1542380382, 738, 762, 762, 757, 747, 738, 2277, 1217, 1085, 1143, 742
196405, 1542380382, 742, 757, 762, 757, 747, 738, 2497, 1256, 1060, 1129, 742
196415, 1542380382, 742, 762, 762, 762, 742, 738, 2658, 1270, 1036, 1119, 742
196425, 1542380382, 742, 757, 757, 757, 742, 738, 2869, 1295, 1041, 1085, 742
196435, 1542380382, 738, 777, 767, 762, 752, 742, 3030, 1319, 1026, 1075, 747
196445, 1542380382, 752, 767, 757, 757, 742, 738, 3137, 1334, 1031, 1060, 742
196455, 1542380382, 752, 762, 757, 752, 742, 738, 3304, 1339, 1041, 1060, 742
196465, 1542380382, 752, 757, 752, 757, 742, 738, 3411, 1397, 1065, 1055, 747
196475, 1542380382, 742, 752, 747, 742, 747, 738, 3626, 1402, 1060, 1006, 747
196485, 1542380382, 742, 757, 762, 767, 752, 733, 3675, 1427, 1026, 923, 742
196495, 1542380382, 738, 757, 889, 747, 728, 733, 4027, 1422, 948, 869, 752
196505, 1542380382, 757, 757, 1031, 747, 742, 742, 4359, 1373, 840, 816, 742
196515, 1542380382, 772, 767, 1388, 733, 738, 733, 4472, 1251, 826, 816, 747
196525, 1542380382, 752, 752, 1451, 738, 728, 728, 752, 1109, 826, 816, 742
196535, 1542380382, 674, 752, 1500, 791, 762, 703, 1524, 957, 826, 791, 742
196545, 1542380382, 723, 747, 1529, 850, 933, 728, 4594, 855, 816, 782, 747
196555, 1542380383, 718, 752, 1598, 957, 1080, 752, 747, 869, 806, 782, 742
196566, 1542380383, 698, 767, 1666, 1045, 1432, 796, 2707, 845, 791, 782, 742
196576, 1542380383, 718, 757, 1666, 1055, 1476, 801, 742, 840, 796, 786, 742
196586, 1542380383, 713, 762, 1691, 1060, 1544, 786, 742, 816, 782, 782, 742
196596, 1542380383, 708, 762, 1720, 1045, 1588, 777, 738, 816, 786, 777, 742
196606, 1542380383, 703, 757, 1754, 1055, 1598, 762, 738, 796, 782, 777, 742
196616, 1542380383, 718, 762, 1783, 1085, 1627, 747, 742, 811, 782, 791, 742
196626, 1542380383, 723, 762, 1857, 1104, 1642, 742, 738, 801, 782, 801, 757
196636, 1542380383, 713, 767, 1950, 1114, 1700, 747, 742, 806, 786, 777, 747
196646, 1542380383, 718, 762, 1940, 1143, 1710, 742, 738, 801, 777, 767, 747
196656, 1542380383, 713, 762, 1925, 1148, 1739, 752, 742, 791, 782, 767, 747
196666, 1542380383, 703, 767, 1871, 1153, 1749, 747, 742, 801, 782, 767, 747
196676, 1542380383, 708, 762, 1783, 1148, 1749, 757, 742, 786, 782, 767, 747
196686, 1542380383, 713, 762, 1666, 1129, 1725, 752, 738, 782, 782, 772, 747
196696, 1542380383, 713, 757, 1573, 1129, 1730, 772, 747, 791, 777, 772, 747
196706, 1542380383, 708, 767, 1529, 1089, 1686, 767, 742, 782, 782, 767, 742
196716, 1542380383, 713, 752, 1436, 1075, 1637, 762, 742, 786, 782, 762, 742
196726, 1542380383, 713, 757, 1397, 1065, 1598, 762, 738, 786, 777, 767, 742
196736, 1542380383, 713, 757, 1358, 1055, 1564, 762, 742, 777, 777, 772, 747
196746, 1542380383, 713, 752, 1314, 1055, 1544, 762, 742, 786, 777, 772, 742
